Substance,Dosage_mg,Unit,Study_ID,Dose_Type,Norm_Text
MDMA,100.0,mg,39895858,absolute,100 mg
Ketamine,35.0,mg,39889566,relative_weight,0.5 mg/kg
Psilocybin,10.0,mg,39882198,absolute,10 mg
Psilocybin,1.0,mg,39882198,absolute,1 mg
Ketamine,70.0,mg,39878430,relative_weight,1 mg/kg
Ketamine,0.5,mg,39878430,absolute,0.5 and
Ketamine,35.0,mg,39878430,relative_weight,0.5 mg/kg
S-Ketamine,210.0,mg,39853300,relative_weight,3.0 mg/kg
S-Ketamine,35.0,mg,39853300,relative_weight,0.5 or 1.0 mg/kg
S-Ketamine,70.0,mg,39853300,relative_weight,0.5 or 1.0 mg/kg
Ketamine,35.0,mg,39834135,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,39823496,absolute,25 mg
Psilocybin,25.0,mg,39802794,absolute,25 mg
Ayahuasca,10.0,mg,39774840,absolute,10
Ayahuasca,100.0,mg,39774840,absolute,100
DMT,10.0,mg,39774840,absolute,10
DMT,100.0,mg,39774840,absolute,100
5-MeO-DMT,10.0,mg,39774840,absolute,10
5-MeO-DMT,100.0,mg,39774840,absolute,100
Ketamine,100.0,mg,39773202,absolute,100-400 mg
Ketamine,400.0,mg,39773202,absolute,100-400 mg
Ketamine,220.0,mg,39773202,absolute,220 mg
Psilocybin,25.0,mg,39764567,absolute,25 mg
Ketamine,35.0,mg,39763417,relative_weight,0.5-0.9 mg/kg
Ketamine,63.0,mg,39763417,relative_weight,0.5-0.9 mg/kg
Ketamine,35.0,mg,39763417,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,39754904,absolute,25 mg
Psilocybin,10.0,mg,39754904,absolute,10 mg
Psilocybin,15.049999999999999,mg,39754904,relative_weight,0.215 mg/kg
Psilocybin,25.0,mg,39741440,absolute,25 mg
Psilocybin,25.0,mg,39706482,absolute,25 mg
Psilocybin,1.0,mg,39706482,absolute,"10, or 1 mg"
Psilocybin,10.0,mg,39706482,absolute,"10, or 1 mg"
Psilocybin,25.0,mg,39706482,absolute,25
DMT,126.0,mg,39702577,relative_time,1.8 mg/min
DMT,168.0,mg,39702577,relative_time,2.4 mg/min
DMT,1.8,mg,39702577,absolute,1.8
DMT,1.2,mg,39702577,absolute,1.2
DMT,0.6,mg,39702577,absolute,0.6
Psilocybin,15050.0,mg,39695323,relative_weight,0215 mg/kg
Psilocybin,5.0,mg,39669539,absolute,5 and 20 mg
Psilocybin,20.0,mg,39669539,absolute,5 and 20 mg
Ketamine,35.0,mg,39642450,relative_weight,0.5-0.75 mg/kg
Ketamine,52.5,mg,39642450,relative_weight,0.5-0.75 mg/kg
Psilocybin,25.0,mg,39636638,absolute,25 mg
S-Ketamine,17.5,mg,39631703,relative_weight,0.25 mg/kg
Ayahuasca,170.64,mg,39614620,absolute,170.64 mg
Ayahuasca,3.0,mg,39614620,absolute,3
Ketamine,70.0,mg,39609659,relative_weight,1.0 mg/kg
Ketamine,35.0,mg,39609659,relative_weight,0.5 mg/kg
MDMA,120.0,mg,39592887,absolute,120 and 180 mg
MDMA,180.0,mg,39592887,absolute,120 and 180 mg
Ketamine,35.0,mg,39581291,relative_weight,0.5 mg/kg
Ketamine,79.1,mg,39576028,relative_weight,1.13 mg/kg
Ketamine,0.5,mg,39556562,absolute,0.5
S-Ketamine,0.5,mg,39556562,absolute,0.5
MDMA,125.0,mg,39546312,absolute,125 mg
MDMA,100.0,mg,39546312,absolute,100 mg
MDMA,100.0,mg,39546312,absolute,100 or 125 mg
MDMA,125.0,mg,39546312,absolute,100 or 125 mg
S-Ketamine,84.0,mg,39522447,absolute,84 mg
S-Ketamine,28.0,mg,39522447,absolute,28-84 mg
S-Ketamine,84.0,mg,39522447,absolute,28-84 mg
Psilocybin,25.0,mg,39499526,absolute,25 mg
Ketamine,35.0,mg,39468512,relative_weight,0.5 mg/kg
Psilocybin,1.0,mg,39427449,absolute,1 mg
Psilocybin,10.0,mg,39427449,absolute,10 mg
Psilocybin,25.0,mg,39427449,absolute,25 mg
MDMA,25.0,mg,39381877,absolute,25-40 mg
MDMA,40.0,mg,39381877,absolute,25-40 mg
Psilocybin,25.0,mg,39372842,absolute,25 mg
Ketamine,70.0,mg,39365203,relative_weight,1 mg/kg
Ketamine,7.0,mg,39365203,relative_weight,0.1 mg/kg-
Psilocybin,30.0,mg,39354706,relative_weight,30 mg/70 kg
Psilocybin,3.15,mg,39354706,relative_weight,45 μg/kg
Psilocybin,25.0,mg,39343309,absolute,25 mg
S-Ketamine,35.0,mg,39342105,relative_weight,0.5 mg/kg
S-Ketamine,28.0,mg,39326589,relative_weight,0.4 mg/kg
Ketamine,35.0,mg,39318021,relative_weight,0.5 mg/kg
LSD,0.01,mg,39235512,absolute,10 µg
LSD,0.025,mg,39231959,absolute,25-200 µg
LSD,0.2,mg,39231959,absolute,25-200 µg
Ketamine,35.0,mg,39222174,relative_weight,0.5 mg/kg
Ketamine,70.0,mg,39222174,relative_weight,1.0 mg/kg
Ketamine,0.5,mg,39222174,absolute,0.5
Ketamine,50.0,mg,39214377,absolute,50 mg
S-Ketamine,50.0,mg,39214377,absolute,50 mg
Ketamine,35.0,mg,39210712,relative_weight,0.5 mg/kg
LSD,0.004,mg,39182140,absolute,4-20 μg
LSD,0.02,mg,39182140,absolute,4-20 μg
S-Ketamine,0.0,mg,39160473,relative_weight,0. 25 mg/kg
LSD,0.2,mg,39078038,absolute,200 μg
Ketamine,35.0,mg,39068714,relative_weight,0.5 mg/kg
Ketamine,150.0,mg,39068714,absolute,150 mg
Ketamine,35.0,mg,39054328,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,39028544,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,39020167,absolute,25 mg
LSD,0.015,mg,39009578,absolute,15 µg
Psilocybin,25.0,mg,38988455,absolute,25 mg
Ketamine,35.0,mg,38982828,relative_weight,0.5 mg/kg
Ketamine,50.0,mg,38969374,absolute,50 mg
Ketamine,35.0,mg,38969374,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,38956594,absolute,25 mg
Ketamine,180.0,mg,38914860,absolute,180 mg
Ketamine,30.0,mg,38914860,absolute,"30, 60, 120 or 180 mg"
Ketamine,180.0,mg,38914860,absolute,"30, 60, 120 or 180 mg"
Ketamine,120.0,mg,38914860,absolute,120 mg
S-Ketamine,180.0,mg,38914860,absolute,180 mg
S-Ketamine,30.0,mg,38914860,absolute,"30, 60, 120 or 180 mg"
S-Ketamine,180.0,mg,38914860,absolute,"30, 60, 120 or 180 mg"
S-Ketamine,120.0,mg,38914860,absolute,120 mg
Psilocybin,20.0,mg,38883812,absolute,20 mg
Ketamine,115.0,mg,38863284,absolute,115.
S-Ketamine,115.0,mg,38863284,absolute,115.
Psilocybin,14.0,mg,38862674,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,38834540,relative_weight,0.5 mg/kg
S-Ketamine,14.0,mg,38808490,relative_weight,0.2 mg/kg
MDMA,60.0,mg,38773523,absolute,60 mg
MDMA,120.0,mg,38773523,absolute,120 mg
Psilocybin,60.0,mg,38773523,absolute,60 mg
Psilocybin,120.0,mg,38773523,absolute,120 mg
Ketamine,35.0,mg,38755245,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,38714931,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,38710325,relative_weight,0.5 mg/kg
S-Ketamine,50.0,mg,38696221,absolute,50 mg
R-Ketamine,50.0,mg,38696221,absolute,50 mg
Ketamine,35.0,mg,38688118,relative_weight,0.5 mg/kg
S-Ketamine,14.0,mg,38658886,relative_weight,0.2 mg/kg
Psilocybin,5.0,mg,38658877,absolute,5 mg
Psilocybin,2.0,mg,38658877,absolute,2 mg and
Psilocybin,21.0,mg,38632313,relative_weight,0.3 mg/kg
Ketamine,40.599999999999994,mg,38629811,relative_weight_time,0.58 mg/kg/h
Ketamine,16.1,mg,38629811,relative_weight,0.23 mg/kg
LSD,0.01,mg,38622150,absolute,10 µg
5-MeO-DMT,10.0,mg,38616411,absolute,10 and 12 mg
5-MeO-DMT,12.0,mg,38616411,absolute,10 and 12 mg
5-MeO-DMT,12.0,mg,38616411,absolute,12 mg
5-MeO-DMT,1.0,mg,38616411,absolute,1-12 mg
5-MeO-DMT,12.0,mg,38616411,absolute,1-12 mg
Ibogaine,10.0,mg,38616411,absolute,10 and 12 mg
Ibogaine,12.0,mg,38616411,absolute,10 and 12 mg
Ibogaine,12.0,mg,38616411,absolute,12 mg
Ibogaine,1.0,mg,38616411,absolute,1-12 mg
Ibogaine,12.0,mg,38616411,absolute,1-12 mg
Psilocybin,1.0,mg,38605658,absolute,1 mg
Psilocybin,25.0,mg,38605658,absolute,25 mg
Psilocybin,10.0,mg,38581739,relative_weight,10 mg/70 kg
Ketamine,56.0,mg,38537759,absolute,56 and 84 mg
Ketamine,84.0,mg,38537759,absolute,56 and 84 mg
Ketamine,28.0,mg,38537759,absolute,28 mg
Ketamine,70.0,mg,38537759,relative_weight,1 mg/kg
Ketamine,35.0,mg,38537759,relative_weight,0.5 mg/kg
Ketamine,56.0,mg,38537759,absolute,56-84 mg
Ketamine,84.0,mg,38537759,absolute,56-84 mg
Ketamine,14.0,mg,38537759,relative_weight,0.2 mg/kg
S-Ketamine,56.0,mg,38537759,absolute,56 and 84 mg
S-Ketamine,84.0,mg,38537759,absolute,56 and 84 mg
S-Ketamine,28.0,mg,38537759,absolute,28 mg
S-Ketamine,70.0,mg,38537759,relative_weight,1 mg/kg
S-Ketamine,35.0,mg,38537759,relative_weight,0.5 mg/kg
S-Ketamine,56.0,mg,38537759,absolute,56-84 mg
S-Ketamine,84.0,mg,38537759,absolute,56-84 mg
S-Ketamine,14.0,mg,38537759,relative_weight,0.2 mg/kg
S-Ketamine,35.0,mg,38523183,relative_weight,0.5-3.0 mg/kg
S-Ketamine,210.0,mg,38523183,relative_weight,0.5-3.0 mg/kg
S-Ketamine,30.0,mg,38523183,absolute,30 mg
Ketamine,240.0,mg,38522166,absolute,240 mg/
Ketamine,160.0,mg,38522166,absolute,160 mg/day
S-Ketamine,35.0,mg,38522144,relative_weight,0.5 mg/kg
S-Ketamine,14.0,mg,38522144,relative_weight,0.2 mg/kg
LSD,0.1,mg,38518267,absolute,100 μg
S-Ketamine,49.0,mg,38497863,relative_weight,0.7 mg/kg
Psilocybin,15.0,mg,40656108,absolute,"15, 20, 25, and 30 mg"
Psilocybin,30.0,mg,40656108,absolute,"15, 20, 25, and 30 mg"
Psilocybin,25.0,mg,40656108,absolute,25 and 30 mg
Psilocybin,30.0,mg,40656108,absolute,25 and 30 mg
Psilocybin,30.0,mg,40656108,absolute,30 mg
Psilocybin,25.0,mg,40656108,absolute,25 mg
Psilocybin,20.0,mg,40656108,absolute,20 mg
Psilocybin,15.0,mg,40656108,absolute,15 mg
Psilocybin,30.0,mg,38483940,relative_weight,30 mg/70 kg
Psilocybin,20.0,mg,38483940,relative_weight,20 mg/70 kg
S-Ketamine,50.0,mg,38446480,absolute,50 mg
S-Ketamine,17.5,mg,38446480,relative_weight,0.25 mg/kg
Psilocybin,1.0,mg,38423367,absolute,1 mg
Psilocybin,25.0,mg,38423367,absolute,25 mg
Psilocybin,5.0,mg,38423367,absolute,5 mg
Ketamine,35.0,mg,38402253,relative_weight,0.5 mg/kg
S-Ketamine,35.0,mg,38402253,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,38378088,relative_weight,0.5-0.9 mg/kg
Ketamine,63.0,mg,38378088,relative_weight,0.5-0.9 mg/kg
Ketamine,35.0,mg,38378088,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,38359838,absolute,25 mg
LSD,0.004,mg,38347582,absolute,4-20 µg
LSD,0.02,mg,38347582,absolute,4-20 µg
Psilocybin,25.0,mg,38326432,absolute,25 mg
Psilocybin,20.0,mg,38326357,absolute,20 mg
DMT,20.0,mg,38326357,absolute,20 mg
LSD,0.01,mg,38317077,absolute,10 µg
Psilocybin,1.0,mg,38316896,absolute,"1, 10 or 25 mg"
Psilocybin,25.0,mg,38316896,absolute,"1, 10 or 25 mg"
Ketamine,35.0,mg,38293803,relative_weight,0.5 and 1 mg/kg
Ketamine,70.0,mg,38293803,relative_weight,0.5 and 1 mg/kg
LSD,0.013,mg,38287172,absolute,13 and 26 µg
LSD,0.026,mg,38287172,absolute,13 and 26 µg
MDMA,105.0,mg,38279662,relative_weight,1.5 mg/kg
MDMA,52.5,mg,38279662,relative_weight,0.75 mg/kg
Psilocybin,5.0,mg,38279085,absolute,5 mg
Psilocybin,30.0,mg,38279085,absolute,30 mg
Psilocybin,15.5,mg,38274414,absolute,15.5 mg/5 min
Psilocybin,6.0,mg,38274414,absolute,6 mg/5 min
Psilocybin,21.5,mg,38274414,absolute,21.5 mg
Psilocybin,9.0,mg,38274414,absolute,"9, 12, 17 and 21.5 mg"
Psilocybin,21.5,mg,38274414,absolute,"9, 12, 17 and 21.5 mg"
DMT,15.5,mg,38274414,absolute,15.5 mg/5 min
DMT,6.0,mg,38274414,absolute,6 mg/5 min
DMT,21.5,mg,38274414,absolute,21.5 mg
DMT,9.0,mg,38274414,absolute,"9, 12, 17 and 21.5 mg"
DMT,21.5,mg,38274414,absolute,"9, 12, 17 and 21.5 mg"
5-MeO-DMT,15.5,mg,38274414,absolute,15.5 mg/5 min
5-MeO-DMT,6.0,mg,38274414,absolute,6 mg/5 min
5-MeO-DMT,21.5,mg,38274414,absolute,21.5 mg
5-MeO-DMT,9.0,mg,38274414,absolute,"9, 12, 17 and 21.5 mg"
5-MeO-DMT,21.5,mg,38274414,absolute,"9, 12, 17 and 21.5 mg"
Ketamine,52.5,mg,38266928,relative_weight,0.75-1 mg/kg
Ketamine,70.0,mg,38266928,relative_weight,0.75-1 mg/kg
Ayahuasca,100.0,mg,38264636,absolute,100 mg
DMT,100.0,mg,38264636,absolute,100 mg
5-MeO-DMT,100.0,mg,38264636,absolute,100 mg
Psilocybin,25.0,mg,38264632,absolute,25 or 30 mg
Psilocybin,30.0,mg,38264632,absolute,25 or 30 mg
Psilocybin,25.0,mg,38264632,absolute,25 mg
S-Ketamine,84.0,mg,38244804,absolute,84 mg
S-Ketamine,56.0,mg,38244804,absolute,56 mg
S-Ketamine,25.0,mg,38244804,absolute,25 mg
Psilocybin,84.0,mg,38244804,absolute,84 mg
Psilocybin,56.0,mg,38244804,absolute,56 mg
Psilocybin,25.0,mg,38244804,absolute,25 mg
Psilocybin,9.8,mg,38238974,relative_weight,0.14 mg/kg
S-Ketamine,14.0,mg,38200438,relative_weight,0.2 mg/kg
S-Ketamine,35.0,mg,38194244,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,38188539,relative_weight,0.5 mg/kg
Psilocybin,14.0,mg,38185235,relative_weight,0.2 mg/kg
Ketamine,21.0,mg,38179107,relative_weight_time,0.3 mg/kg/h
Ketamine,35.0,mg,38179107,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,40046861,absolute,25 mg
Psilocybin,10.0,mg,40046861,absolute,10 and
Psilocybin,10.0,mg,38235248,relative_weight,10 mg/70 kg
